,Plate,PCRIndex,MultiplexGroup,RandomIndex,Col384,Row384,Plate.1,PCRIndex.1,MultiplexGroup.1,RandomIndex.1,Col384.1,Row384.1,R1InputReads,R1WithR1Adapter,R1WithTSO,R1WithN6,R1WithTSO_rc,R1WithN6_rc,R1With3PpolyT,R1With5PpolyT,R1With3PpolyA,R1With5PpolyA,R1WithpolyTLong,R1WithpolyALong,R1WithISPCR_F,R1WithISPCR_R,R1QualTrimBP,R1TrimmedReads,R1TrimmedReadsBP,R1TrimmedReadsRate,R1UniqueMappedReads,R1MappingRate,R1UnmappedReads,R1UnuniqueMappedReads,R1OT,R1OB,R1CTOT,R1CTOB,R1TotalC,R1TotalmCGRate,R1TotalmCHGRate,R1TotalmCHHRate,R1MAPQFilteredReads,R1DuplicatedReads,R1DuplicationRate,R1FinalBismarkReads,R2InputReads,R2WithR1Adapter,R2WithTSO,R2WithN6,R2WithTSO_rc,R2WithN6_rc,R2With3PpolyT,R2With5PpolyT,R2With3PpolyA,R2With5PpolyA,R2WithpolyTLong,R2WithpolyALong,R2WithISPCR_F,R2WithISPCR_R,R2QualTrimBP,R2TrimmedReads,R2TrimmedReadsBP,R2TrimmedReadsRate,R2UniqueMappedReads,R2MappingRate,R2UnmappedReads,R2UnuniqueMappedReads,R2OT,R2OB,R2CTOT,R2CTOB,R2TotalC,R2TotalmCHGRate,R2TotalmCHHRate,R2MAPQFilteredReads,R2DuplicatedReads,R2DuplicationRate,R2FinalBismarkReads,R2TotalmCGRate,mCHmC,mCHCov,mCHFrac,mCGmC,mCGCov,mCGFrac,mCCCmC,mCCCCov,mCCCFrac,GenomeCov,LambdaCYFrac,LambdaCYCov,FinalDNAReads,SelectedDNAReadsRatio,FinalCountedReads,FinalRNAReads,RNAUniqueMappedReads,SelectedRNAReadsRatio,CellInputReadPairs,CellBarcodeRatio,GenesDetected,DNAReadsYield,RNAReadsYield,RNA/(DNA+RNA),Dnmt3a_g1,Dnmt3a_g2,Foxg1_g1,Foxg1_g2,Safe_g1,Safe_g2,Total_grna,Dnmt3a_total,Foxg1_total,Safe_total,assign_ident
34,S1,A1,2,I3,2,8,S1,A1,2,I3,2,8,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,104.0,71.0,8530.0,1.0,6,8.5,65,0,0,0,2,4,164,100.0,0.0,0.0,6,4,0.666667,2,71.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,80.0,70.0,8853.0,0.9859154929577464,0,0.0,70,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,51.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,8.75162710324339e-08,0.0,15.0,2.0,1.0,0,0,0,,71,3.094241320987578e-07,0,0.0140845070422535,0.0,0.0,,,,,,,,,,,
35,S1,A1,2,I4,3,8,S1,A1,2,I4,3,8,139.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0,2.0,124.0,137.0,16604.0,0.9856115107913668,43,31.4,85,9,0,0,17,26,1239,100.0,0.0,0.0,43,38,0.883721,5,139.0,19.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,138.0,17508.0,0.9928057553956836,42,30.4,87,9,17,25,0,0,933,0.0,5.2,42,37,0.880952,5,100.0,3.0,209.0,0.0143540669856459,24.0,24.0,1.0,0.0,17.0,0.0,3.537268527921805e-07,0.0,18.0,10.0,1.0,0,0,0,,139,6.057740050947511e-07,0,0.0359712230215827,0.0,0.0,,,,,,,,,,,
36,S1,A1,2,J15,14,9,S1,A1,2,J15,14,9,51.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,45.0,5389.0,0.8823529411764706,0,0.0,45,0,0,0,0,0,0,,,,0,0,0.0,0,51.0,7.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,47.0,5860.0,0.9215686274509804,0,0.0,47,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,51,2.22262404746995e-07,0,,0.0,0.0,,,,,,,,,,,
37,S1,A1,2,J16,15,9,S1,A1,2,J16,15,9,54.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,64.0,54.0,6424.0,1.0,0,0.0,54,0,0,0,0,0,0,,,,0,0,0.0,0,54.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,54.0,6940.0,1.0,0,0.0,54,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,54,2.3533666384975945e-07,0,,0.0,0.0,,,,,,,,,,,
38,S1,A1,2,J3,2,9,S1,A1,2,J3,2,9,80.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,78.0,9419.0,0.975,4,5.1,74,0,0,0,0,4,128,100.0,0.0,0.0,3,1,0.333333,2,80.0,10.0,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,80.0,10115.0,1.0,0,0.0,80,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,62.0,0.0,2.0,2.0,1.0,,,,4.540593141431717e-08,0.0,0.0,2.0,1.0,0,0,0,,80,3.48646909407051e-07,0,0.0125,0.0,0.0,,,,,,,,,,,
39,S1,A1,2,J4,3,9,S1,A1,2,J4,3,9,65.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,3.0,60.0,7096.0,0.9230769230769232,0,0.0,60,0,0,0,0,0,0,,,,0,0,0.0,0,65.0,13.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,60.0,7471.0,0.9230769230769232,0,0.0,60,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,65,2.8327561389322896e-07,0,,0.0,0.0,,,,,,,,,,,
40,S1,A1,2,K15,14,10,S1,A1,2,K15,14,10,53.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,7.0,53.0,6412.0,1.0,5,9.4,48,0,0,0,0,5,145,50.0,0.0,0.0,0,0,0.0,0,53.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,50.0,53.0,6594.0,1.0,0,0.0,48,5,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,53,2.309785774821713e-07,0,,0.0,0.0,,,,,,,,,,,
41,S1,A1,2,K16,15,10,S1,A1,2,K16,15,10,92.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,5.0,2.0,0.0,0.0,0.0,82.0,91.0,10735.0,0.9891304347826086,0,0.0,91,0,0,0,0,0,0,,,,0,0,0.0,0,92.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,3.0,1.0,0.0,0.0,17.0,91.0,11300.0,0.9891304347826086,1,1.1,87,3,1,0,0,0,23,0.0,0.0,1,0,0.0,1,,0.0,21.0,0.0,,,,0.0,2.0,0.0,4.7969169478028624e-08,0.0,0.0,1.0,1.0,0,0,0,,92,4.009439458181087e-07,0,0.0054347826086956,0.0,0.0,,,,,,,,,,,
42,S1,A1,2,K3,2,10,S1,A1,2,K3,2,10,47.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,16.0,47.0,5412.0,1.0,5,10.6,42,0,0,0,5,0,98,100.0,16.7,0.0,4,1,0.25,3,47.0,4.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,46.0,5686.0,0.9787234042553192,5,10.9,41,0,5,0,0,0,87,0.0,0.0,5,3,0.6,2,75.0,2.0,78.0,0.0256410256410256,5.0,6.0,0.8333333333333334,0.0,3.0,0.0,9.996628448474665e-08,0.0,0.0,5.0,1.0,0,0,1,0.0,47,2.0483005927664249e-07,0,0.0531914893617021,0.0,0.0,,,,,,,,,,,
43,S1,A1,2,K4,3,10,S1,A1,2,K4,3,10,49.0,14.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,43.0,47.0,5023.0,0.9591836734693876,2,4.3,45,0,0,0,1,1,51,100.0,8.3,0.0,2,0,0.0,2,49.0,15.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,251.0,44.0,4999.0,0.8979591836734694,2,4.5,42,0,1,1,0,0,51,0.0,0.0,2,0,0.0,2,100.0,1.0,87.0,0.0114942528735632,15.0,15.0,1.0,0.0,4.0,0.0,1.0509276061216957e-07,0.0,30.0,4.0,1.0,0,0,0,,49,2.1354623201181878e-07,0,0.0408163265306122,0.0,0.0,,,,,,,,,,,
44,S1,A1,2,L15,14,11,S1,A1,2,L15,14,11,67.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,64.0,7657.0,0.9552238805970148,4,6.2,60,0,0,0,3,1,123,0.0,3.4,0.0,3,1,0.333333,2,67.0,18.0,1.0,0.0,1.0,8.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,127.0,46.0,5348.0,0.6865671641791045,6,13.0,40,0,5,1,0,0,177,2.4,0.0,4,2,0.5,2,0.0,1.0,131.0,0.0076335877862595,0.0,12.0,0.0,0.0,6.0,0.0,9.996628448474665e-08,0.0,0.0,4.0,1.0,0,0,0,,67,2.9199178662840525e-07,0,0.0298507462686567,0.0,0.0,,,,,,,,,,,
45,S1,A1,2,L16,15,11,S1,A1,2,L16,15,11,97.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,6.0,1.0,97.0,11796.0,1.0,3,3.1,94,0,0,0,3,0,57,100.0,0.0,0.0,3,2,0.666667,1,97.0,3.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,12546.0,1.0,3,3.1,94,0,3,0,0,0,54,0.0,0.0,3,2,0.666667,1,75.0,0.0,29.0,0.0,7.0,8.0,0.875,,,,6.151771352907487e-08,0.0,15.0,2.0,1.0,0,0,0,,97,4.227343776560494e-07,0,0.0103092783505154,0.0,0.0,,,,,,,,,,,
46,S1,A1,2,L3,2,11,S1,A1,2,L3,2,11,51.0,2.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,47.0,5617.0,0.9215686274509804,0,0.0,47,0,0,0,0,0,0,,,,0,0,0.0,0,51.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,50.0,6304.0,0.9803921568627452,1,2.0,49,0,0,1,0,0,10,50.0,0.0,1,0,0.0,1,,1.0,10.0,0.1,,,,,,,2.1604435108425103e-08,0.0,0.0,1.0,1.0,0,0,0,,51,2.22262404746995e-07,0,0.0098039215686274,0.0,0.0,,,,,,,,,,,
47,S1,A1,2,L4,3,11,S1,A1,2,L4,3,11,59.0,11.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,59.0,6684.0,1.0,0,0.0,56,3,0,0,0,0,0,,,,0,0,0.0,0,59.0,15.0,0.0,0.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,99.0,59.0,7099.0,1.0,5,8.5,54,0,5,0,0,0,125,0.0,0.0,0,0,0.0,0,75.0,,,,,,,,,,,0.0,0.0,,,0,0,0,,59,2.5712709568770014e-07,0,,0.0,0.0,,,,,,,,,,,
48,S1,A1,2,M15,14,12,S1,A1,2,M15,14,12,26.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,24.0,2792.0,0.9230769230769232,0,0.0,24,0,0,0,0,0,0,,,,0,0,0.0,0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,26.0,3242.0,1.0,0,0.0,26,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,26,1.1331024555729159e-07,0,,0.0,0.0,,,,,,,,,,,
49,S1,A1,2,M16,15,12,S1,A1,2,M16,15,12,46.0,8.0,3.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,45.0,5173.0,0.9782608695652174,0,0.0,45,0,0,0,0,0,0,,,,0,0,0.0,0,46.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,178.0,44.0,5376.0,0.9565217391304348,2,4.5,42,0,0,2,0,0,68,0.0,2.6,2,1,0.5,1,100.0,0.0,30.0,0.0,3.0,3.0,1.0,,,,4.760299261178412e-08,0.0,0.0,1.0,1.0,0,0,0,,46,2.0047197290905437e-07,0,0.0108695652173913,0.0,0.0,,,,,,,,,,,
50,S1,A1,2,M3,2,12,S1,A1,2,M3,2,12,58.0,3.0,1.0,0.0,5.0,0.0,5.0,0.0,2.0,6.0,0.0,3.0,0.0,0.0,0.0,54.0,6469.0,0.9310344827586208,0,0.0,53,1,0,0,0,0,0,,,,0,0,0.0,0,58.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,14.0,0.0,5.0,0.0,0.0,0.0,6.0,57.0,6948.0,0.9827586206896552,0,0.0,56,1,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,58,2.52769009320112e-07,0,,0.0,0.0,,,,,,,,,,,
51,S1,A1,2,M4,3,12,S1,A1,2,M4,3,12,46.0,3.0,0.0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,5478.0,1.0,3,6.5,43,0,0,0,0,3,57,100.0,50.0,0.0,3,2,0.666667,1,46.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,41.0,40.0,5071.0,0.8695652173913043,3,7.5,37,0,0,3,0,0,66,0.0,0.0,3,2,0.666667,1,100.0,1.0,38.0,0.0263157894736842,3.0,3.0,1.0,0.0,1.0,0.0,8.568538670121142e-08,0.0,0.0,2.0,1.0,0,0,0,,46,2.0047197290905437e-07,0,0.0217391304347826,0.0,0.0,,,,,,,,,,,
52,S1,A1,2,N15,14,13,S1,A1,2,N15,14,13,57.0,6.0,0.0,0.0,0.0,0.0,1.0,28.0,2.0,0.0,0.0,5.0,0.0,0.0,23.0,55.0,6231.0,0.9649122807017544,0,0.0,55,0,0,0,0,0,0,,,,0,0,0.0,0,57.0,15.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,17.0,55.0,6181.0,0.9649122807017544,0,0.0,55,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,57,2.4841092295252385e-07,0,,0.0,0.0,,,,,,,,,,,
53,S1,A1,2,N16,15,13,S1,A1,2,N16,15,13,84.0,5.0,0.0,0.0,14.0,0.0,0.0,3.0,23.0,1.0,0.0,4.0,0.0,0.0,83.0,83.0,9653.0,0.988095238095238,11,13.3,72,0,0,0,11,0,154,0.0,0.0,0.0,7,6,0.857143,1,84.0,15.0,1.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,83.0,10652.0,0.988095238095238,0,0.0,83,0,0,0,0,0,0,,,0,0,0.0,0,,0.0,19.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,4.394122394933919e-08,0.0,0.0,1.0,1.0,0,0,0,,84,3.660792548774036e-07,0,0.0059523809523809,0.0,0.0,,,,,,,,,,,
54,S1,A1,2,N3,2,13,S1,A1,2,N3,2,13,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,11.0,42.0,4985.0,0.8936170212765957,12,28.6,30,0,0,0,1,11,391,100.0,0.9,0.4,11,7,0.636364,4,47.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,5274.0,0.8936170212765957,6,14.3,36,0,0,6,0,0,201,1.9,0.0,5,4,0.8,1,100.0,0.0,143.0,0.0,22.0,22.0,1.0,0.0,22.0,0.0,1.750325420648678e-07,0.0,40.0,5.0,1.0,0,0,0,,47,2.0483005927664249e-07,0,0.0531914893617021,0.0,0.0,,,,,,,,,,,
55,S1,A1,2,N4,3,13,S1,A1,2,N4,3,13,55.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,52.0,6090.0,0.9454545454545454,16,30.8,36,0,0,0,8,8,432,85.7,0.0,0.0,9,7,0.777778,2,55.0,10.0,2.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,47.0,5905.0,0.8545454545454545,17,36.2,30,0,9,8,0,0,445,0.0,0.0,16,13,0.8125,3,100.0,0.0,113.0,0.0,12.0,12.0,1.0,0.0,5.0,0.0,1.8748255551718054e-07,0.0,20.0,5.0,1.0,0,0,0,,55,2.396947502173476e-07,0,0.0454545454545454,0.0,0.0,,,,,,,,,,,
56,S1,A1,2,O15,14,14,S1,A1,2,O15,14,14,119.0,26.0,0.0,0.0,9.0,0.0,2.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,16.0,116.0,13388.0,0.9747899159663864,0,0.0,116,0,0,0,0,0,0,,,,0,0,0.0,0,119.0,24.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,117.0,14530.0,0.9831932773109244,0,0.0,117,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,119,5.186122777429884e-07,0,,0.0,0.0,,,,,,,,,,,
57,S1,A1,2,O16,15,14,S1,A1,2,O16,15,14,55.0,9.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,6533.0,1.0,0,0.0,55,0,0,0,0,0,0,,,,0,0,0.0,0,55.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6866.0,0.9818181818181818,0,0.0,54,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,55,2.396947502173476e-07,0,,0.0,0.0,,,,,,,,,,,
58,S1,A1,2,O3,2,14,S1,A1,2,O3,2,14,55.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,53.0,6279.0,0.9636363636363636,0,0.0,53,0,0,0,0,0,0,,,,0,0,0.0,0,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,53.0,6649.0,0.9636363636363636,0,0.0,53,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,55,2.396947502173476e-07,0,,0.0,0.0,,,,,,,,,,,
59,S1,A1,2,O4,3,14,S1,A1,2,O4,3,14,55.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,6090.0,0.9272727272727272,0,0.0,51,0,0,0,0,0,0,,,,0,0,0.0,0,55.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6386.0,0.9090909090909092,19,38.0,31,0,19,0,0,0,342,,0.0,19,18,0.947368,1,,0.0,18.0,0.0,,,,,,,4.6870638879295136e-08,0.0,0.0,1.0,1.0,0,0,0,,55,2.396947502173476e-07,0,0.009090909090909,0.0,0.0,,,,,,,,,,,
60,S1,A1,2,P15,14,15,S1,A1,2,P15,14,15,86.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,2.0,83.0,9606.0,0.9651162790697676,2,2.4,81,0,0,0,2,0,40,,0.0,0.0,2,1,0.5,1,86.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,85.0,10356.0,0.9883720930232558,2,2.4,83,0,2,0,0,0,46,0.0,0.0,2,1,0.5,1,,0.0,43.0,0.0,,,,0.0,4.0,0.0,3.1125033630781925e-08,0.0,0.0,2.0,1.0,0,0,0,,86,3.747954276125798e-07,0,0.0116279069767441,0.0,0.0,,,,,,,,,,,
61,S1,A1,2,P16,15,15,S1,A1,2,P16,15,15,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,2834.0,0.9,12,44.4,15,0,0,0,1,11,354,100.0,0.0,0.3,12,9,0.75,3,30.0,11.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,3143.0,0.9333333333333332,5,17.9,23,0,1,4,0,0,171,0.0,0.7,5,3,0.6,2,100.0,2.0,122.0,0.0163934426229508,4.0,4.0,1.0,0.0,13.0,0.0,1.3768250170792948e-07,0.1428571428571428,14.0,5.0,1.0,0,0,0,,30,1.3074259102764413e-07,0,0.0833333333333333,0.0,0.0,,,,,,,,,,,
62,S1,A1,2,P3,2,15,S1,A1,2,P3,2,15,58.0,8.0,0.0,0.0,1.0,0.0,0.0,7.0,2.0,2.0,12.0,0.0,0.0,0.0,80.0,43.0,4992.0,0.7413793103448276,0,0.0,43,0,0,0,0,0,0,,,,0,0,0.0,0,58.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,163.0,53.0,6613.0,0.913793103448276,1,1.9,52,0,1,0,0,0,23,0.0,0.0,1,0,0.0,1,,0.0,23.0,0.0,,,,0.0,2.0,0.0,4.7969169478028624e-08,0.0,0.0,1.0,1.0,0,0,0,,58,2.52769009320112e-07,0,0.0086206896551724,0.0,0.0,,,,,,,,,,,
63,S1,A1,2,P4,3,15,S1,A1,2,P4,3,15,75.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,0.0,2.0,24.0,52.0,5952.0,0.6933333333333334,6,11.5,46,0,0,0,1,5,130,73.3,21.4,13.9,3,0,0.0,3,75.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,53.0,6285.0,0.7066666666666667,2,3.8,51,0,0,2,0,0,50,0.0,0.0,1,0,0.0,1,,2.0,70.0,0.0285714285714285,3.0,4.0,0.75,0.0,3.0,0.0,1.2852808005181713e-07,0.0,0.0,3.0,0.75,1,1,1,1.0,75,3.268564775691103e-07,1,0.02,0.0133333333333333,0.25,,,,,,,,,,,
64,S3,A1,2,A15,14,0,S3,A1,2,A15,14,0,67.0,20.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,10.0,0.0,0.0,0.0,1.0,1.0,58.0,6482.0,0.8656716417910447,0,0.0,58,0,0,0,0,0,0,,,,0,0,0.0,0,67.0,20.0,5.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,80.0,58.0,6704.0,0.8656716417910447,0,0.0,58,0,0,0,0,0,0,,,0,0,0.0,0,,,,,,,,,,,,0.0,0.0,,,0,0,0,,67,2.9199178662840525e-07,0,,0.0,0.0,,,,,,,,,,,
65,S3,A1,2,A16,15,0,S3,A1,2,A16,15,0,104.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,0.0,13.0,2.0,97.0,11354.0,0.9326923076923076,3,3.1,89,5,0,0,1,2,67,100.0,18.2,0.0,1,0,0.0,1,104.0,18.0,13.0,0.0,1.0,0.0,21.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,101.0,12249.0,0.971153846153846,1,1.0,100,0,1,0,0,0,30,,0.0,0,0,0.0,0,100.0,0.0,25.0,0.0,,,,0.0,3.0,0.0,2.4533850038381053e-08,0.0,0.0,1.0,1.0,0,0,0,,104,4.532409822291663e-07,0,0.0048076923076923,0.0,0.0,,,,,,,,,,,
66,S3,A1,2,A3,2,0,S3,A1,2,A3,2,0,135.0,4.0,0.0,0.0,44.0,0.0,3.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,135.0,16192.0,1.0,19,14.1,116,0,0,0,19,0,441,100.0,0.0,0.0,19,16,0.842105,3,135.0,7.0,0.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,176.0,130.0,16839.0,0.9629629629629628,13,10.0,117,0,13,0,0,0,192,0.0,0.0,0,0,0.0,0,100.0,0.0,73.0,0.0,8.0,8.0,1.0,0.0,9.0,0.0,1.3402073304548452e-07,0.0,21.0,3.0,1.0,0,0,0,,135,5.883416596243986e-07,0,0.0111111111111111,0.0,0.0,,,,,,,,,,,
67,S3,A1,2,A4,3,0,S3,A1,2,A4,3,0,106.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,6.0,0.0,6.0,0.0,1.0,4.0,102.0,11807.0,0.9622641509433962,13,12.7,89,0,0,0,0,13,373,93.0,3.7,0.0,10,8,0.8,2,106.0,16.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,103.0,12842.0,0.9716981132075472,9,8.7,94,0,0,9,0,0,138,0.0,0.0,7,6,0.857143,1,91.7,1.0,74.0,0.0135135135135135,12.0,13.0,0.9230769230769232,0.0,11.0,0.0,1.3804867857417398e-07,0.04,25.0,3.0,1.0,0,0,0,,106,4.619571549643426e-07,0,0.0141509433962264,0.0,0.0,,,,,,,,,,,
68,S3,A1,2,B15,14,1,S3,A1,2,B15,14,1,2656.0,10.0,0.0,0.0,0.0,0.0,25.0,7.0,13.0,0.0,0.0,0.0,0.0,13.0,219.0,2653.0,325704.0,0.9988704819277108,3,0.1,2650,0,0,0,3,0,126,,0.0,0.0,3,2,0.666667,1,2656.0,109.0,153.0,0.0,63.0,17.0,68.0,16.0,143.0,20.0,0.0,0.0,0.0,6.0,6989.0,2632.0,337655.0,0.9909638554216867,2,0.1,2629,1,2,0,0,0,60,0.0,0.0,2,1,0.5,1,,0.0,72.0,0.0,,,,0.0,13.0,0.0,6.774272025523125e-08,0.0,0.0,2.0,1.0,0,0,0,,2656,1.1575077392314091e-05,0,0.0003765060240963,0.0,0.0,,,,,,,,,,,
69,S3,A1,2,B16,15,1,S3,A1,2,B16,15,1,45.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,44.0,5301.0,0.9777777777777776,1,2.3,43,0,0,0,1,0,39,100.0,0.0,0.0,1,0,0.0,1,45.0,2.0,0.0,0.0,0.0,7.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,44.0,5673.0,0.9777777777777776,1,2.3,43,0,1,0,0,0,42,0.0,0.0,1,0,0.0,1,100.0,0.0,57.0,0.0,23.0,23.0,1.0,,,,4.723681574553963e-08,0.0,37.0,2.0,1.0,0,0,0,,45,1.961138865414662e-07,0,0.0222222222222222,0.0,0.0,,,,,,,,,,,
